GENENAME	GENEID	ENTREZID	GENEBIOTYPE
AC004080.15	ENSG00000278592	NA	misc_RNA
AC004080.16	ENSG00000278708	NA	misc_RNA
AC004080.17	ENSG00000286323	NA	lncRNA
AC004080.2	ENSG00000253508	NA	lncRNA
AC004080.3	ENSG00000257184	NA	protein_coding
AC004080.4	ENSG00000270182	NA	lncRNA
AC004080.5	ENSG00000272801	NA	lncRNA
AC004080.6	ENSG00000273433	NA	lncRNA
AC004080.7	ENSG00000273961	NA	misc_RNA
AC004080.8	ENSG00000276496	NA	misc_RNA
AC004080.9	ENSG00000276609	NA	misc_RNA
AC004083.1	ENSG00000254180	NA	lncRNA
AC004099.1	ENSG00000282015	NA	processed_pseudogene
AC004112.1	ENSG00000226851	NA	lncRNA
AC004125.1	ENSG00000201541	NA	snoRNA
AC004129.1	ENSG00000213798	NA	processed_pseudogene
AC004129.2	ENSG00000234406	NA	processed_pseudogene
AC004129.3	ENSG00000285716	NA	lncRNA
AC004130.1	ENSG00000200753	NA	snoRNA
AC004130.2	ENSG00000271133	NA	lncRNA
AC004134.1	ENSG00000267592	NA	processed_pseudogene
AC004147.1	ENSG00000263485	NA	lncRNA
AC004147.2	ENSG00000263571	NA	lncRNA
AC004147.3	ENSG00000264791	NA	lncRNA
AC004147.4	ENSG00000265356	NA	lncRNA
AC004147.5	ENSG00000265775	NA	lncRNA
AC004148.1	ENSG00000263272	NA	lncRNA
AC004156.1	ENSG00000267666	NA	lncRNA
AC004158.1	ENSG00000260664	NA	lncRNA
AC004160.1	ENSG00000230333	NA	lncRNA
AC004160.2	ENSG00000230435	NA	lncRNA
AC004217.1	ENSG00000257494	NA	lncRNA
AC004217.2	ENSG00000257658	NA	processed_pseudogene
AC004221.1	ENSG00000267778	NA	lncRNA
AC004223.1	ENSG00000243423	NA	processed_pseudogene
AC004223.2	ENSG00000267457	NA	lncRNA
AC004223.3	ENSG00000267618	NA	protein_coding
AC004223.4	ENSG00000273687	NA	lncRNA
AC004224.1	ENSG00000240311	NA	processed_pseudogene
AC004224.2	ENSG00000263212	NA	lncRNA
AC004231.1	ENSG00000234477	NA	lncRNA
AC004231.2	ENSG00000264450	NA	lncRNA
AC004231.3	ENSG00000265359	NA	lncRNA
AC004232.1	ENSG00000262899	NA	lncRNA
AC004232.2	ENSG00000279031	NA	TEC
AC004233.1	ENSG00000262362	NA	lncRNA
AC004233.2	ENSG00000272079	NA	lncRNA
AC004233.3	ENSG00000274367	NA	lncRNA
AC004241.1	ENSG00000257433	NA	lncRNA
AC004241.2	ENSG00000274902	NA	lncRNA
AC004241.3	ENSG00000276390	NA	lncRNA
AC004241.4	ENSG00000277173	NA	lncRNA
AC004241.5	ENSG00000280054	NA	TEC
AC004253.1	ENSG00000263990	NA	lncRNA
AC004253.2	ENSG00000265046	NA	lncRNA
AC004257.1	ENSG00000269635	NA	lncRNA
AC004263.1	ENSG00000275936	NA	lncRNA
AC004263.2	ENSG00000286067	NA	lncRNA
AC004264.1	ENSG00000268812	NA	lncRNA
AC004264.2	ENSG00000279699	NA	TEC
AC004381.1	ENSG00000260510	NA	lncRNA
AC004381.2	ENSG00000275908	NA	snRNA
AC004381.3	ENSG00000283399	NA	unprocessed_pseudogene
AC004381.4	ENSG00000285303	NA	transcribed_unprocessed_pseudogene
AC004383.1	ENSG00000226107	NA	processed_pseudogene
AC004386.1	ENSG00000213269	NA	processed_pseudogene
AC004386.2	ENSG00000226515	NA	processed_pseudogene
AC004386.3	ENSG00000273974	NA	misc_RNA
AC004386.4	ENSG00000275254	NA	misc_RNA
AC004386.5	ENSG00000275625	NA	misc_RNA
AC004386.6	ENSG00000277922	NA	misc_RNA
AC004386.7	ENSG00000278421	NA	misc_RNA
AC004408.1	ENSG00000266101	NA	lncRNA
AC004408.2	ENSG00000280177	NA	TEC
AC004415.1	ENSG00000236414	NA	lncRNA
AC004448.1	ENSG00000231477	NA	lncRNA
AC004448.2	ENSG00000235979	NA	lncRNA
AC004448.3	ENSG00000265126	NA	lncRNA
AC004448.4	ENSG00000283675	NA	snoRNA
AC004448.5	ENSG00000287196	NA	lncRNA
AC004449.1	ENSG00000261204	NA	lncRNA
AC004453.1	ENSG00000146677	NA	processed_pseudogene
AC004453.2	ENSG00000279853	NA	TEC
AC004461.1	ENSG00000237347	NA	processed_pseudogene
AC004461.2	ENSG00000281530	NA	lncRNA
AC004464.1	ENSG00000287027	NA	lncRNA
AC004466.1	ENSG00000268069	NA	lncRNA
AC004466.2	ENSG00000274737	NA	lncRNA
AC004466.3	ENSG00000276691	NA	lncRNA
AC004467.1	ENSG00000275194	NA	unprocessed_pseudogene
AC004470.1	ENSG00000237019	NA	lncRNA
AC004471.1	ENSG00000223461	NA	lncRNA
AC004471.2	ENSG00000272682	NA	lncRNA
AC004477.1	ENSG00000263412	NA	lncRNA
AC004477.2	ENSG00000266341	NA	lncRNA
AC004477.3	ENSG00000278765	NA	lncRNA
AC004485.1	ENSG00000228944	NA	lncRNA
AC004486.1	ENSG00000257905	NA	processed_pseudogene
AC004490.1	ENSG00000267122	NA	lncRNA
AC004491.1	ENSG00000279996	NA	TEC
AC004492.1	ENSG00000272072	NA	lncRNA
AC004492.2	ENSG00000284406	NA	lncRNA
AC004494.1	ENSG00000262312	NA	lncRNA
AC004494.2	ENSG00000278942	NA	TEC
AC004510.1	ENSG00000273782	NA	misc_RNA
AC004522.1	ENSG00000222966	NA	snoRNA
AC004522.2	ENSG00000235713	NA	unprocessed_pseudogene
AC004522.3	ENSG00000237640	NA	lncRNA
AC004522.4	ENSG00000286921	NA	lncRNA
AC004522.5	ENSG00000286923	NA	lncRNA
AC004528.1	ENSG00000266990	NA	lncRNA
AC004528.2	ENSG00000274177	NA	lncRNA
AC004540.1	ENSG00000214870	NA	lncRNA
AC004540.2	ENSG00000225792	NA	lncRNA
AC004542.1	ENSG00000269972	NA	lncRNA
AC004542.2	ENSG00000269987	NA	lncRNA
AC004542.3	ENSG00000275307	NA	misc_RNA
AC004542.4	ENSG00000276057	NA	misc_RNA
AC004542.5	ENSG00000276664	NA	misc_RNA
AC004542.6	ENSG00000276965	NA	misc_RNA
AC004543.1	ENSG00000237921	NA	lncRNA
AC004549.1	ENSG00000287489	NA	lncRNA
AC004551.1	ENSG00000257452	NA	lncRNA
AC004552.1	ENSG00000225071	NA	processed_pseudogene
AC004554.1	ENSG00000223418	NA	processed_pseudogene
AC004554.2	ENSG00000282840	NA	lncRNA
AC004556.1	ENSG00000273532	NA	misc_RNA
AC004556.2	ENSG00000275661	NA	misc_RNA
AC004556.3	ENSG00000276345	107987373	protein_coding
AC004556.4	ENSG00000276351	NA	misc_RNA
AC004584.1	ENSG00000262298	NA	lncRNA
AC004584.2	ENSG00000262623	NA	processed_pseudogene
AC004584.3	ENSG00000263120	NA	lncRNA
AC004585.1	ENSG00000266088	NA	lncRNA
AC004585.2	ENSG00000279775	NA	TEC
AC004590.1	ENSG00000251239	101927253	lncRNA
AC004593.1	ENSG00000235669	NA	lncRNA
AC004593.2	ENSG00000285081	NA	lncRNA
AC004593.3	ENSG00000285162	1124	protein_coding
AC004594.1	ENSG00000240499	NA	lncRNA
AC004596.1	ENSG00000267394	NA	lncRNA
AC004597.1	ENSG00000268673	NA	lncRNA
AC004623.1	ENSG00000279488	NA	TEC
AC004637.1	ENSG00000267304	NA	lncRNA
AC004672.1	ENSG00000249028	NA	lncRNA
AC004672.2	ENSG00000267285	NA	lncRNA
AC004674.1	ENSG00000231216	NA	lncRNA
AC004674.2	ENSG00000235592	NA	unprocessed_pseudogene
AC004675.1	ENSG00000282446	NA	lncRNA
AC004675.2	ENSG00000282525	NA	transcribed_unprocessed_pseudogene
AC004678.1	ENSG00000275468	NA	processed_pseudogene
AC004678.2	ENSG00000279653	NA	TEC
AC004687.1	ENSG00000265206	NA	lncRNA
AC004687.2	ENSG00000285897	NA	protein_coding
AC004687.3	ENSG00000286788	NA	lncRNA
AC004690.1	ENSG00000225583	NA	processed_pseudogene
AC004690.2	ENSG00000241345	NA	lncRNA
AC004691.1	ENSG00000229263	NA	lncRNA
AC004691.2	ENSG00000250424	NA	protein_coding
AC004692.1	ENSG00000213717	NA	processed_pseudogene
AC004692.2	ENSG00000228680	NA	lncRNA
AC004696.1	ENSG00000276578	NA	unprocessed_pseudogene
AC004696.2	ENSG00000279405	NA	TEC
AC004702.1	ENSG00000263494	NA	lncRNA
AC004704.1	ENSG00000249815	NA	lncRNA
AC004706.1	ENSG00000261996	NA	lncRNA
AC004706.2	ENSG00000262990	NA	processed_pseudogene
AC004706.3	ENSG00000282936	NA	protein_coding
AC004707.1	ENSG00000253102	NA	lncRNA
AC004765.1	ENSG00000285704	NA	lncRNA
AC004771.1	ENSG00000227495	NA	lncRNA
AC004771.2	ENSG00000234203	NA	lncRNA
AC004771.3	ENSG00000262227	NA	lncRNA
AC004771.4	ENSG00000262429	NA	lncRNA
AC004771.5	ENSG00000262678	NA	lncRNA
AC004774.1	ENSG00000274409	NA	misc_RNA
AC004774.2	ENSG00000274709	NA	misc_RNA
AC004774.3	ENSG00000277124	NA	misc_RNA
AC004775.1	ENSG00000272203	NA	lncRNA
AC004777.1	ENSG00000279370	NA	TEC
AC004784.1	ENSG00000282943	NA	lncRNA
AC004788.1	ENSG00000251802	NA	snoRNA
AC004789.1	ENSG00000282011	NA	TEC
AC004790.1	ENSG00000277766	NA	unprocessed_pseudogene
AC004790.2	ENSG00000280412	NA	TEC
AC004792.1	ENSG00000274777	NA	misc_RNA
AC004797.1	ENSG00000177369	NA	lncRNA
AC004801.1	ENSG00000226138	NA	processed_pseudogene
AC004801.2	ENSG00000240399	NA	transcribed_processed_pseudogene
AC004801.3	ENSG00000257955	NA	lncRNA
AC004801.4	ENSG00000257985	NA	lncRNA
AC004801.5	ENSG00000258203	NA	lncRNA
AC004801.6	ENSG00000276814	NA	lncRNA
AC004801.7	ENSG00000279840	NA	TEC
AC004803.1	ENSG00000250132	NA	lncRNA
AC004805.1	ENSG00000266076	NA	protein_coding
AC004805.2	ENSG00000270870	NA	processed_pseudogene
AC004805.3	ENSG00000271587	NA	processed_pseudogene
AC004808.1	ENSG00000280958	NA	TEC
AC004808.2	ENSG00000281008	NA	TEC
AC004812.1	ENSG00000255575	NA	processed_pseudogene
AC004812.2	ENSG00000277283	NA	lncRNA
AC004816.1	ENSG00000259153	100506411	lncRNA
AC004816.2	ENSG00000275630	NA	lncRNA
AC004817.1	ENSG00000258517	NA	lncRNA
AC004817.2	ENSG00000259907	NA	lncRNA
AC004817.3	ENSG00000269927	NA	lncRNA
AC004817.4	ENSG00000269945	NA	lncRNA
AC004817.5	ENSG00000286423	NA	lncRNA
AC004825.1	ENSG00000258431	NA	processed_pseudogene
AC004825.2	ENSG00000274818	NA	lncRNA
AC004825.3	ENSG00000287643	NA	lncRNA
AC004828.1	ENSG00000258871	NA	lncRNA
AC004828.2	ENSG00000286333	NA	lncRNA
AC004830.1	ENSG00000201133	NA	snoRNA
AC004830.2	ENSG00000228204	NA	lncRNA
AC004832.1	ENSG00000181123	NA	lncRNA
AC004832.2	ENSG00000230137	NA	processed_pseudogene
AC004832.3	ENSG00000249590	NA	protein_coding
AC004832.4	ENSG00000272689	NA	lncRNA
AC004832.5	ENSG00000273350	NA	lncRNA
AC004832.6	ENSG00000273428	NA	lncRNA
AC004834.1	ENSG00000284523	NA	lncRNA
AC004835.1	ENSG00000230392	NA	lncRNA
AC004835.2	ENSG00000270625	NA	processed_pseudogene
AC004836.1	ENSG00000280439	NA	TEC
AC004837.1	ENSG00000106540	NA	processed_pseudogene
AC004837.2	ENSG00000228554	NA	lncRNA
AC004837.3	ENSG00000231951	NA	lncRNA
AC004837.4	ENSG00000287584	NA	lncRNA
AC004839.1	ENSG00000238832	NA	snoRNA
AC004839.2	ENSG00000272854	NA	lncRNA
AC004839.3	ENSG00000283852	55973	protein_coding
AC004839.4	ENSG00000284201	NA	snoRNA
AC004839.5	ENSG00000284582	NA	lncRNA
AC004840.1	ENSG00000230914	NA	transcribed_unitary_pseudogene
AC004840.2	ENSG00000271163	NA	processed_pseudogene
AC004846.1	ENSG00000258376	NA	lncRNA
AC004846.2	ENSG00000258944	NA	lncRNA
AC004847.1	ENSG00000260997	NA	lncRNA
AC004852.1	ENSG00000271526	NA	processed_pseudogene
AC004852.2	ENSG00000278254	NA	lncRNA
AC004852.3	ENSG00000278446	NA	processed_pseudogene
AC004852.4	ENSG00000284921	NA	lncRNA
AC004852.5	ENSG00000285110	NA	processed_pseudogene
AC004852.6	ENSG00000285440	NA	processed_pseudogene
AC004853.1	ENSG00000270729	NA	processed_pseudogene
AC004853.2	ENSG00000285391	NA	processed_pseudogene
AC004854.1	ENSG00000230160	NA	processed_pseudogene
AC004854.2	ENSG00000272768	NA	lncRNA
AC004858.1	ENSG00000259109	NA	processed_pseudogene
AC004862.1	ENSG00000232667	NA	lncRNA
AC004863.1	ENSG00000286407	NA	lncRNA
AC004864.1	ENSG00000288119	NA	protein_coding
AC004865.1	ENSG00000236274	NA	processed_pseudogene
AC004865.2	ENSG00000239636	NA	lncRNA
AC004866.1	ENSG00000223514	NA	processed_pseudogene
AC004866.2	ENSG00000224134	NA	unprocessed_pseudogene
AC004869.1	ENSG00000230680	NA	lncRNA
AC004869.2	ENSG00000240355	NA	lncRNA
AC004870.1	ENSG00000214754	NA	processed_pseudogene
AC004870.2	ENSG00000223829	105375267	lncRNA
AC004870.3	ENSG00000229192	NA	lncRNA
AC004870.4	ENSG00000232072	NA	lncRNA
AC004875.1	ENSG00000227743	NA	lncRNA
AC004877.1	ENSG00000273419	NA	lncRNA
AC004877.2	ENSG00000280149	NA	TEC
AC004879.1	ENSG00000286639	NA	lncRNA
AC004882.1	ENSG00000232396	NA	lncRNA
AC004882.2	ENSG00000239446	NA	lncRNA
AC004882.3	ENSG00000287967	NA	lncRNA
AC004884.1	ENSG00000213361	NA	processed_pseudogene
AC004884.2	ENSG00000242154	NA	lncRNA
AC004888.1	ENSG00000231295	NA	lncRNA
AC004889.1	ENSG00000244198	NA	lncRNA
AC004890.1	ENSG00000239719	NA	processed_pseudogene
AC004890.2	ENSG00000244560	NA	transcribed_unprocessed_pseudogene
AC004890.3	ENSG00000271664	NA	unprocessed_pseudogene
AC004893.1	ENSG00000238109	NA	processed_pseudogene
AC004893.2	ENSG00000284840	NA	transcribed_unprocessed_pseudogene
AC004893.3	ENSG00000286305	NA	lncRNA
AC004895.1	ENSG00000231704	NA	lncRNA
AC004898.1	ENSG00000236018	NA	processed_pseudogene
AC004899.1	ENSG00000225705	NA	processed_pseudogene
AC004899.2	ENSG00000279578	NA	TEC
AC004900.1	ENSG00000285518	NA	lncRNA
AC004906.1	ENSG00000237286	NA	lncRNA
AC004908.1	ENSG00000272240	NA	lncRNA
AC004908.2	ENSG00000272812	NA	lncRNA
AC004908.3	ENSG00000273402	NA	lncRNA
AC004910.1	ENSG00000228429	NA	processed_pseudogene
AC004911.1	ENSG00000226592	NA	processed_pseudogene
AC004912.1	ENSG00000238906	NA	snoRNA
AC004917.1	ENSG00000243797	NA	lncRNA
AC004918.1	ENSG00000244701	NA	lncRNA
AC004918.2	ENSG00000261994	NA	lncRNA
AC004918.3	ENSG00000262671	NA	lncRNA
AC004918.4	ENSG00000270157	NA	lncRNA
AC004920.1	ENSG00000236046	NA	lncRNA
AC004921.1	ENSG00000273341	NA	lncRNA
AC004921.2	ENSG00000287519	NA	lncRNA
AC004922.1	ENSG00000284292	NA	protein_coding
AC004923.1	ENSG00000254610	NA	transcribed_unprocessed_pseudogene
AC004923.2	ENSG00000254850	NA	processed_pseudogene
AC004923.3	ENSG00000255230	NA	processed_pseudogene
AC004923.4	ENSG00000255306	NA	lncRNA
AC004925.1	ENSG00000279419	NA	TEC
AC004930.1	ENSG00000241324	NA	lncRNA
AC004936.1	ENSG00000287409	NA	lncRNA
AC004938.1	ENSG00000225443	NA	processed_pseudogene
AC004938.2	ENSG00000287574	NA	lncRNA
AC004941.1	ENSG00000228151	101928733	lncRNA
AC004941.2	ENSG00000231397	NA	processed_pseudogene
AC004943.1	ENSG00000259209	NA	lncRNA
AC004943.2	ENSG00000259768	NA	lncRNA
AC004943.3	ENSG00000279206	NA	lncRNA
AC004944.1	ENSG00000253510	NA	lncRNA
AC004945.1	ENSG00000222024	NA	processed_pseudogene
AC004946.1	ENSG00000233417	NA	lncRNA
AC004946.2	ENSG00000233969	NA	lncRNA
AC004947.1	ENSG00000233760	100506289	lncRNA
AC004947.2	ENSG00000280255	NA	TEC
AC004947.3	ENSG00000286507	NA	lncRNA
AC004948.1	ENSG00000272745	NA	lncRNA
AC004949.1	ENSG00000283117	NA	lncRNA
AC004951.1	ENSG00000228434	NA	lncRNA
AC004951.2	ENSG00000239556	NA	transcribed_unprocessed_pseudogene
AC004951.3	ENSG00000241057	NA	transcribed_unprocessed_pseudogene
AC004951.4	ENSG00000273432	NA	lncRNA
AC004965.1	ENSG00000233683	NA	processed_pseudogene
AC004967.1	ENSG00000243554	NA	transcribed_unprocessed_pseudogene
AC004967.2	ENSG00000285725	NA	lncRNA
AC004969.1	ENSG00000238358	NA	lncRNA
AC004972.1	ENSG00000279326	NA	TEC
AC004973.1	ENSG00000226661	NA	lncRNA
AC004974.1	ENSG00000285612	NA	lncRNA
AC004975.1	ENSG00000224629	NA	processed_pseudogene
AC004975.2	ENSG00000229660	NA	lncRNA
AC004980.1	ENSG00000205485	NA	transcribed_unprocessed_pseudogene
AC004980.2	ENSG00000214243	NA	processed_pseudogene
AC004980.3	ENSG00000230305	NA	unprocessed_pseudogene
AC004980.4	ENSG00000250778	NA	unprocessed_pseudogene
AC004980.5	ENSG00000282254	NA	transcribed_unprocessed_pseudogene
AC004980.6	ENSG00000282364	NA	processed_pseudogene
AC004980.7	ENSG00000282580	NA	lncRNA
AC004982.1	ENSG00000272732	NA	lncRNA
AC004982.2	ENSG00000272894	NA	lncRNA
AC004986.1	ENSG00000227573	NA	processed_pseudogene
AC004987.1	ENSG00000231198	NA	processed_pseudogene
AC004987.2	ENSG00000233225	NA	processed_pseudogene
AC004987.3	ENSG00000237251	NA	unprocessed_pseudogene
AC004987.4	ENSG00000270797	NA	processed_pseudogene
AC004988.1	ENSG00000203446	NA	lncRNA
AC004990.1	ENSG00000232756	NA	lncRNA
AC004994.1	ENSG00000226522	NA	lncRNA
AC004997.1	ENSG00000248751	NA	protein_coding
AC005000.1	ENSG00000228532	NA	processed_pseudogene
AC005000.2	ENSG00000270431	NA	processed_pseudogene
AC005002.1	ENSG00000224314	NA	processed_pseudogene
AC005002.2	ENSG00000238066	NA	processed_pseudogene
AC005005.1	ENSG00000214125	NA	processed_pseudogene
AC005005.2	ENSG00000235573	NA	processed_pseudogene
AC005005.3	ENSG00000273387	NA	lncRNA
AC005005.4	ENSG00000278920	NA	lncRNA
AC005006.1	ENSG00000223831	NA	lncRNA
AC005008.1	ENSG00000226671	NA	processed_pseudogene
AC005008.2	ENSG00000237896	NA	lncRNA
AC005009.1	ENSG00000231255	NA	lncRNA
AC005009.2	ENSG00000233073	NA	lncRNA
AC005011.1	ENSG00000235581	NA	processed_pseudogene
AC005013.1	ENSG00000228421	NA	lncRNA
AC005014.1	ENSG00000224280	NA	processed_pseudogene
AC005014.2	ENSG00000272361	NA	lncRNA
AC005014.3	ENSG00000272537	NA	lncRNA
AC005014.4	ENSG00000287799	NA	lncRNA
AC005019.1	ENSG00000213875	NA	processed_pseudogene
AC005019.2	ENSG00000224330	NA	lncRNA
AC005020.1	ENSG00000224448	NA	processed_pseudogene
AC005020.2	ENSG00000272647	NA	protein_coding
AC005021.1	ENSG00000273138	NA	lncRNA
AC005033.1	ENSG00000233872	NA	processed_pseudogene
AC005034.1	ENSG00000230477	NA	processed_pseudogene
AC005034.2	ENSG00000270462	NA	lncRNA
AC005034.3	ENSG00000270696	NA	lncRNA
AC005034.4	ENSG00000270996	NA	lncRNA
AC005034.5	ENSG00000271452	NA	lncRNA
AC005034.6	ENSG00000286045	NA	lncRNA
AC005037.1	ENSG00000183308	NA	lncRNA
AC005040.1	ENSG00000226905	NA	processed_pseudogene
AC005040.2	ENSG00000286218	NA	lncRNA
AC005041.1	ENSG00000159239	NA	protein_coding
AC005041.2	ENSG00000234521	NA	transcribed_unitary_pseudogene
AC005041.3	ENSG00000272183	NA	lncRNA
AC005041.4	ENSG00000286623	NA	lncRNA
AC005041.5	ENSG00000286883	NA	lncRNA
AC005042.1	ENSG00000227331	NA	processed_pseudogene
AC005042.2	ENSG00000228586	NA	lncRNA
AC005042.3	ENSG00000231675	NA	processed_pseudogene
AC005045.1	ENSG00000273623	NA	misc_RNA
AC005045.2	ENSG00000276185	NA	misc_RNA
AC005046.1	ENSG00000273055	NA	lncRNA
AC005050.1	ENSG00000267052	NA	lncRNA
AC005050.2	ENSG00000286013	NA	lncRNA
AC005050.3	ENSG00000286076	NA	lncRNA
AC005052.1	ENSG00000279601	NA	TEC
AC005052.2	ENSG00000286366	NA	lncRNA
AC005062.1	ENSG00000243004	NA	lncRNA
AC005064.1	ENSG00000234715	NA	lncRNA
AC005066.1	ENSG00000273978	NA	unprocessed_pseudogene
AC005070.1	ENSG00000270764	NA	processed_pseudogene
AC005070.2	ENSG00000271482	NA	processed_pseudogene
AC005070.3	ENSG00000272918	NA	lncRNA
AC005071.1	ENSG00000287631	NA	lncRNA
AC005072.1	ENSG00000272219	NA	lncRNA
AC005076.1	ENSG00000224046	NA	lncRNA
AC005076.2	ENSG00000278236	NA	misc_RNA
AC005077.1	ENSG00000213549	NA	processed_pseudogene
AC005077.2	ENSG00000224273	NA	transcribed_unprocessed_pseudogene
AC005077.3	ENSG00000228829	NA	transcribed_unprocessed_pseudogene
AC005077.4	ENSG00000230882	NA	processed_pseudogene
AC005081.1	ENSG00000287815	107986742	lncRNA
AC005082.1	ENSG00000226816	NA	lncRNA
AC005082.2	ENSG00000285926	NA	lncRNA
AC005083.1	ENSG00000233834	NA	lncRNA
AC005084.1	ENSG00000271330	NA	processed_pseudogene
AC005086.1	ENSG00000252824	NA	snoRNA
AC005086.2	ENSG00000261535	NA	lncRNA
AC005086.3	ENSG00000279724	NA	pseudogene
AC005086.4	ENSG00000280004	NA	pseudogene
AC005086.5	ENSG00000280404	NA	pseudogene
AC005088.1	ENSG00000278586	NA	processed_pseudogene
AC005089.1	ENSG00000274080	NA	lncRNA
AC005090.1	ENSG00000231418	105375224	lncRNA
AC005091.1	ENSG00000229893	NA	lncRNA
AC005094.1	ENSG00000229949	NA	processed_pseudogene
AC005096.1	ENSG00000259294	NA	lncRNA
AC005099.1	ENSG00000226624	NA	processed_pseudogene
AC005100.1	ENSG00000260951	NA	lncRNA
AC005100.2	ENSG00000285960	NA	lncRNA
AC005102.1	ENSG00000219039	NA	processed_pseudogene
AC005104.1	ENSG00000223374	NA	lncRNA
AC005104.2	ENSG00000224232	NA	processed_pseudogene
AC005104.3	ENSG00000288080	NA	lncRNA
AC005105.1	ENSG00000225286	NA	processed_pseudogene
AC005144.1	ENSG00000283517	NA	lncRNA
AC005153.1	ENSG00000286658	NA	lncRNA
AC005154.1	ENSG00000226874	NA	processed_pseudogene
AC005154.2	ENSG00000244480	NA	transcribed_processed_pseudogene
AC005154.3	ENSG00000263683	NA	lncRNA
AC005154.4	ENSG00000264520	NA	lncRNA
AC005154.5	ENSG00000281039	NA	protein_coding
AC005156.1	ENSG00000278819	NA	unprocessed_pseudogene
AC005160.1	ENSG00000227658	NA	lncRNA
AC005162.1	ENSG00000229452	107986703	lncRNA
AC005162.2	ENSG00000233517	NA	lncRNA
AC005162.3	ENSG00000272568	NA	lncRNA
AC005165.1	ENSG00000223561	646588	lncRNA
AC005165.2	ENSG00000239622	NA	processed_pseudogene
AC005165.3	ENSG00000287096	NA	lncRNA
AC005176.1	ENSG00000268153	NA	transcribed_unprocessed_pseudogene
AC005176.2	ENSG00000269519	NA	processed_pseudogene
AC005178.1	ENSG00000251243	NA	processed_pseudogene
AC005180.1	ENSG00000267405	NA	lncRNA
AC005180.2	ENSG00000267505	NA	lncRNA
AC005181.1	ENSG00000271101	NA	processed_pseudogene
AC005183.1	ENSG00000271500	NA	processed_pseudogene
AC005183.2	ENSG00000285310	NA	processed_pseudogene
AC005185.1	ENSG00000270794	NA	processed_pseudogene
AC005189.1	ENSG00000229497	NA	processed_pseudogene
AC005191.1	ENSG00000271421	NA	processed_pseudogene
AC005197.1	ENSG00000269694	NA	lncRNA
AC005208.1	ENSG00000230258	NA	lncRNA
AC005209.1	ENSG00000263684	NA	lncRNA
AC005220.1	ENSG00000236352	NA	lncRNA
AC005224.1	ENSG00000262786	NA	lncRNA
AC005224.2	ENSG00000266378	NA	lncRNA
AC005224.3	ENSG00000266709	NA	lncRNA
AC005225.1	ENSG00000258443	NA	lncRNA
AC005225.2	ENSG00000258603	NA	lncRNA
AC005225.3	ENSG00000258695	NA	lncRNA
AC005225.4	ENSG00000279026	NA	TEC
AC005229.1	ENSG00000213209	NA	processed_pseudogene
AC005229.2	ENSG00000213210	NA	processed_pseudogene
AC005229.3	ENSG00000270200	NA	processed_pseudogene
AC005229.4	ENSG00000273314	NA	lncRNA
AC005229.5	ENSG00000287636	NA	lncRNA
AC005230.1	ENSG00000258930	NA	transcribed_processed_pseudogene
AC005232.1	ENSG00000285412	NA	lncRNA
AC005234.1	ENSG00000235035	NA	lncRNA
AC005234.2	ENSG00000286979	NA	lncRNA
AC005237.1	ENSG00000225521	NA	lncRNA
AC005237.2	ENSG00000235861	NA	processed_pseudogene
AC005244.1	ENSG00000263648	NA	processed_pseudogene
AC005244.2	ENSG00000265400	NA	lncRNA
AC005252.1	ENSG00000271184	NA	processed_pseudogene
AC005252.2	ENSG00000280125	NA	TEC
AC005252.3	ENSG00000280415	NA	TEC
AC005252.4	ENSG00000286209	NA	lncRNA
AC005253.1	ENSG00000268030	NA	lncRNA
AC005253.2	ENSG00000268983	NA	lncRNA
AC005255.1	ENSG00000256210	NA	processed_pseudogene
AC005256.1	ENSG00000267073	NA	lncRNA
AC005258.1	ENSG00000273734	NA	protein_coding
AC005258.2	ENSG00000286880	NA	lncRNA
AC005261.1	ENSG00000268205	NA	lncRNA
AC005261.2	ENSG00000268678	NA	lncRNA
AC005261.3	ENSG00000268713	NA	lncRNA
AC005261.4	ENSG00000268723	NA	processed_pseudogene
AC005261.5	ENSG00000279541	NA	TEC
AC005262.1	ENSG00000266944	NA	processed_pseudogene
AC005262.2	ENSG00000267139	NA	lncRNA
AC005264.1	ENSG00000267551	NA	lncRNA
AC005274.1	ENSG00000280168	NA	TEC
AC005277.1	ENSG00000263707	NA	lncRNA
AC005277.2	ENSG00000277621	NA	lncRNA
AC005280.1	ENSG00000251393	NA	lncRNA
AC005280.2	ENSG00000284930	NA	lncRNA
AC005280.3	ENSG00000285006	NA	lncRNA
AC005281.1	ENSG00000225606	NA	lncRNA
AC005288.1	ENSG00000266469	NA	lncRNA
AC005291.1	ENSG00000264067	NA	lncRNA
AC005291.2	ENSG00000273388	NA	lncRNA
AC005293.1	ENSG00000285555	NA	lncRNA
AC005293.2	ENSG00000285924	NA	lncRNA
AC005294.1	ENSG00000256835	NA	processed_pseudogene
AC005296.1	ENSG00000274923	NA	unprocessed_pseudogene
AC005297.1	ENSG00000227511	NA	unprocessed_pseudogene
AC005297.2	ENSG00000232644	NA	unprocessed_pseudogene
AC005297.3	ENSG00000237171	NA	unprocessed_pseudogene
AC005300.1	ENSG00000236325	NA	processed_pseudogene
AC005301.1	ENSG00000273244	NA	lncRNA
AC005301.2	ENSG00000288024	NA	lncRNA
AC005303.1	ENSG00000273098	NA	lncRNA
AC005304.1	ENSG00000233852	NA	lncRNA
AC005304.2	ENSG00000265494	NA	lncRNA
